PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307462498,23041730,10,2023-03-21T18:50:00,"3100 Block Terrace St Pittsburgh, PA 15213",Y,West Oakland,4,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass,402,6,3,-79.9675844924403,40.4400276705151
305651692,23030542,15,2023-02-28T15:52:00,"1100 Block Bellaire Ave Pittsburgh, PA 15226",Y,Brookline,6,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License.,3206,4,5,-80.0149393027139,40.3927995082534
305660295,23030605,10,2023-02-28T18:05:00,"1200 Block Juniata St Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2107,,,,
305675950,23030743,10,2023-03-01T01:45:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2901 Kidnapping. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,305,6,3,-79.9850242777026,40.4414802836492
305687994,23030801,6,2023-03-01T07:21:00,"Branchport St Pittsburgh, PA 15233",N,Chateau,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2108,6,1,-80.0339751426621,40.4587368369279
307827144,23043732,0,2023-03-25T12:47:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,99,9093 Indirect Criminal Contempt,2902,4,3,-79.9855231716653,40.3890572692795
307828750,23043761,0,2023-03-25T13:35:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9998 Overdose Other,2715,1,1,-80.0344226011706,40.4744448066011
307832496,23043858,6,2023-03-25T16:21:00,"5700 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.9288033791223,40.4625815229149
307843263,23044048,27,2023-03-25T17:15:00,"Stanwix St & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.0039005776693,40.4413793317852
307847192,23044188,0,2023-03-26T01:45:00,"1600 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,99,601.04 (d) (1) Apartment to Apartment 0700-2200 >10 dB(c) 2200-0700 >5dB(c),1920,4,5,-80.0239689958174,40.4104873024514
307853576,23043781,0,2023-03-25T15:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,7,2,-79.9579476679689,40.4673830136992
305737813,23031078,0,2023-02-28T16:30:00,"Grant St & 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,201,6,6,-79.9968113880922,40.4393950705237
305743337,23031133,99,2023-03-01T16:50:00,"4800 Block Sciota St Pittsburgh, PA 15224",N,Bloomfield,5,GAMBLING INVESTIGATION,9130 Graffiti Investigation,804,7,2,-79.9473536769492,40.4596738334952
305744184,23031061,10,2023-03-01T15:30:00,"400 Block N Negley Ave Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 9494 Summary Warrants / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1115,9,2,-79.9282395704775,40.4667705489182
305747046,23031110,4,2023-03-01T16:38:00,"7300 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1304,9,2,-79.8941108229656,40.4569083874419
305759977,23031361,99,2023-03-02T01:43:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,DRUG INVESTIGATION,9124 Drug Investigation,201,6,6,-79.9974088316752,40.4415332222525
305761386,23031394,18,2023-03-02T03:52:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2304,1,1,-80.0009078076061,40.4508935571012
305774580,23031455,9,2023-03-02T08:15:00,"Wood St & Fort Pitt Blvd Pittsburgh, PA 15222",Y,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-80.0026377582167,40.4373907744437
307333948,23040956,0,2023-03-20T12:30:00,"500 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0240769813328,40.3954833727539
307337796,23041017,11,2023-03-20T13:37:00,"10 Block Curtin Ave Pittsburgh, PA 15210",N,Beltzhoover,3,IDENTITY THEFT,4120 Identity Theft,1809,3,5,-79.9986701973593,40.4206323089825
307431241,23041498,14,2023-03-20T23:25:00,"4400 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,802,7,2,-79.9528515156072,40.4636265012399
307441355,23041563,0,2023-03-21T13:57:00,"Ohio River Br & Millerton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,2701,1,1,-80.0460728859728,40.4815212605121
307475736,23041775,0,2023-03-21T20:37:00,"Milroy St & Bothwell Ave Pittsburgh, PA 15214",Y,Perry North,1,DUI - GENERAL IMPAIRMENT,3714 Careless Driving / 7124 Fraudulent Use or Removal of Registration Plates / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,2607,1,1,-80.0106279130713,40.4763541021519
307480049,23041872,5,2023-03-22T02:16:00,"1500 Block 5th Ave E Pittsburgh, PA 15219",Y,Bluff,2,BURGLARY,3502 Burglary. / 9501 Bench Warrant,103,6,3,-79.9850250924069,40.4385395995206
307155404,23039383,0,2023-03-17T12:16:00,"200 Block Emory Way Pittsburgh, PA 15206",N,Friendship,5,99,607.06 Carrying of Operable Firearms Prohibited / 607.13 Penalties for Discharging Firearms or Air Guns,807,,,,
307162727,23039457,0,2023-03-17T14:50:00,"600 Block Danbury St Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
307172390,23039484,6,2023-03-17T15:39:00,"400 Block E Burgess St Pittsburgh, PA 15214",Y,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle / 5104 Resisting Arrest or Other Law Enforcement. / 5507 Obstructing Highways and Passages. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises / 903 Criminal Conspiracy.,2614,6,1,-80.0143765222494,40.4659953809416
307181128,23036893,24,2023-03-12T15:09:00,"5th Ave & Stevenson St Pittsburgh, PA 15219",Y,Bluff,2,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,103,6,3,-79.9864656953678,40.4386152261361
307183614,23039596,99,2023-03-17T19:29:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9974088316752,40.4415332222525
307183892,23039644,10,2023-03-17T20:00:00,"500 Block Lockhart St Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-80.0000652127863,40.4525584766784
307185924,23039651,29,2023-03-17T20:46:00,"200 Block Dilworth St Pittsburgh, PA 15211",N,Mount Washington,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1914,2,5,-80.0132597923316,40.4256153393378
307208968,23039441,99,2023-03-17T13:55:00,"1200 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,AIDED CASE,9497 Aided Case,2020,2,5,-80.0412152803866,40.4479837239451
305914132,23032159,14,2023-03-03T13:20:00,"5100 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1017,9,2,-79.9424934550531,40.4664598399053
305930762,23032251,99,2023-03-03T16:00:00,"300 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2615,1,1,-80.0156043413594,40.4740595651314
305933636,23032274,29,2023-03-03T17:45:00,"6700 Block Carver St Pittsburgh, PA 15206",N,Larimer,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1208,,,,
305934958,23032323,10,2023-03-03T19:00:00,"Beechwood Blvd & Ronald St Pittsburgh, PA 15217",Y,Central Business District,4,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3802(a)(1) DUI - General Impairment,1517,5,3,-79.938582994282,40.4270659010287
305939833,23032320,11,2023-03-02T17:21:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,7,6,-79.9923774443368,40.4441629445093
305945139,23032219,10,2023-03-03T15:35:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",Y,Friendship,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",807,,,,
307480039,23041869,15,2023-03-22T02:20:00,"Brighton Rd & Armandale St Pittsburgh, PA 15212",Y,Central North Side,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 1799 Restraint System. / 3334 Turning Movements and Required Signals.,2503,6,1,-80.0159240550601,40.457857781027
307480187,23041339,4,2023-03-19T03:15:00,"Eckert St & Lecky Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,2,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 3714 Careless Driving / 3732.1 Aggravated Assault by Vehicle / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3353 Prohibitions in Specified Places. / 3334 Turning Movements and Required Signals.,103,1,1,-80.0365374123899,40.471769687442
305769284,23031411,0,2023-03-02T07:50:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),509,6,3,-79.9738397064843,40.450983304173
305786010,23031500,0,2023-03-02T10:00:00,"200 Block Fernleaf St Pittsburgh, PA 15210",N,Arlington,3,99,9998 Overdose Other,1603,3,3,-79.9761553995498,40.4163732284272
305841005,23031785,6,2023-03-02T18:17:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,,,,
305862264,23031947,0,2023-03-03T03:10:00,"600 Block Delmont Ave Pittsburgh, PA 15210",N,Beltzhoover,3,99,9994 PFA Service,1809,3,5,-80.0041649979461,40.4172473609828
307879954,23044595,14,2023-03-26T18:30:00,"3000 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2018,,,,
307882667,23044632,27,2023-03-26T22:00:00,"1300 Block Breed St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9847499662009,40.4260046041235
307886053,23044644,10,2023-03-26T22:53:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2018,2,5,-80.0518596858958,40.4572755472928
307890606,23044686,27,2023-03-27T00:50:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.8985004711412,40.4578978347468
307932002,23044833,10,2023-03-27T10:48:00,"7000 Block Highland (Southwestern Veterans Center) Dr Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1203,,,,
307933765,23044885,6,2023-03-27T12:18:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1702,3,3,-79.9764326428712,40.4303408139997
305792871,23031535,14,2023-03-02T10:00:00,"80 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.9835763025676,40.4285632647346
305793074,23031565,0,2023-03-02T11:43:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,99,9998 Overdose Other,2205,1,1,-80.0088814628293,40.4552322813828
-3556012571,23031654,99,2023-03-02T15:23:00,"100 Block Dearborn St Pittsburgh, PA 15224",Y,Friendship,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),807,,,,
305836153,23031680,99,2023-03-02T15:34:00,"300 Block Chester Ave Pittsburgh, PA 15214",Y,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,6,1,-80.013705019365,40.4674922395898
305838282,23031732,10,2023-03-02T17:14:00,"Perrysville Ave & Clayton Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2614,6,1,-80.013728121504,40.4610318102202
305838625,23031760,0,2023-03-02T18:00:00,"300 Block Addison St Pittsburgh, PA 15219",Y,Middle Hill,2,99,9999 9999 - (Misc. Incident): ,501,,,,
305846019,23031791,29,2023-03-02T19:00:00,"10 Block Cedricton St Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2901,4,3,-79.9912512183872,40.4051980625356
305846448,23031821,6,2023-03-01T15:30:00,"2000 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,7,6,-79.9844658958601,40.4516605660999
305851223,23031843,5,2023-03-02T19:20:00,"3000 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington Heights,3,BURGLARY,3502 Burglary.,1604,,,,
307520137,23041978,0,2023-03-22T10:19:00,"900 Block Roselle Ct Pittsburgh, PA 15207",N,Glen Hazel,4,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1504,,,,
307568257,23042345,0,2023-03-22T20:45:00,"1300 Block Breining St Pittsburgh, PA 15226",N,Brookline,6,99,9994 PFA Service,1918,4,5,-80.0107020458207,40.3912061535699
307581351,23042448,99,2023-03-23T03:00:00,"S 9th St & Selby Way Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1702,3,3,-79.9897676131944,40.4275794160115
307581706,23042407,99,2023-03-23T00:54:00,"S 9th St & Selby Way Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,1702,3,3,-79.9897676131944,40.4275794160115
305629300,23030439,0,2023-02-28T13:00:00,"2600 Block Glasgow St Pittsburgh, PA 15204",N,Sheraden,6,99,9994 PFA Service,2018,2,5,-80.0455301790901,40.4546230479376
305637257,23030437,11,2023-02-28T13:00:00,"6900 Block Monticello St Pittsburgh, PA 15208",N,Homewood West,5,BAD CHECKS,4105(a)(1) Bad Checks,1207,,,,
305651021,23030511,14,2023-02-28T15:25:00,"Bedford Ave & Junilla St Pittsburgh, PA 15219",Y,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,501,6,3,-79.9730008200383,40.4505010370873
307226518,23039074,99,2023-03-10T17:00:00,"3000 Block Bremen  Ave Pittsburgh, PA 15227",Y,Outside City,OSC,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,5599,,,-79.9775373201082,40.3811238463689
307234761,23040241,10,2023-03-18T23:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9974088316752,40.4415332222525
307234883,23040252,6,2023-03-18T23:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9974088316752,40.4415332222525
307293889,23040828,10,2023-03-20T07:15:00,"1000 Block King Ave Pittsburgh, PA 15206",Y,Highland Park,5,SIMPLE ASSAULT,2701 Simple Assault.,1102,7,2,-79.9278871694574,40.4749829742345
307295656,23040841,14,2023-03-20T07:30:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,9,2,-79.9220513942882,40.4616553241841
307354659,23041150,3,2023-03-20T18:10:00,"7100 Block Formosa Way Pittsburgh, PA 15208",N,Homewood South,5,ROBBERY,3701 Robbery.,1303,,,,
307409027,23041454,26,2023-03-24T08:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",Y,Chateau,1,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2108,6,1,-80.0219684615574,40.4512177173984
307411404,23041453,26,2023-03-24T08:00:00,"Perrysville Ave Pittsburgh, PA 15214",Y,Chateau,1,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2108,6,1,-80.0102086613752,40.4678484173484
305994550,23032686,10,2023-03-04T12:12:00,"200 Block Catskills  Ave Pittsburgh, PA 15227",Y,Outside State,OSC,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",7799,,,-79.9717029211315,40.3778415136995
306015569,23032882,6,2023-03-04T19:47:00,"1600 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2814,2,5,-80.0517211569882,40.4474571259641
306021269,23033039,10,2023-03-05T02:30:00,"Sarah St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1609,3,3,-79.9627863375601,40.4242811923328
306038418,23033212,10,2023-03-05T13:00:00,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1915,4,5,-80.0124149933919,40.4184977479424
306085572,23033587,6,2023-03-06T08:37:00,"500 Block Loyal Way Pittsburgh, PA 15210",Y,Beltzhoover,3,THEFT FROM AUTO,3934 Theft from Vehicle,1809,,,,
306087263,23033584,0,2023-03-06T08:20:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",Y,Friendship,5,99,3503(b)(1)(i) Actual Communication,807,,,,
306106635,23033639,10,2023-03-04T19:35:00,"Beechview Ave & Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1916,4,5,-80.0246829318493,40.410627455602
307579811,23042397,99,2023-03-23T00:45:00,"E North Ave & Howard St Pittsburgh, PA 15212",N,East Allegheny,1,MENTAL 201/302,9498 302 (Mental),2304,1,1,-79.9992357033647,40.4568471685496
307614903,23041575,11,2023-03-17T11:00:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",Y,Highland Park,5,THEFT BY DECEPTION,3922 Theft by Deception.,1102,7,2,-79.9283252850164,40.4723059615557
307617865,23041004,5,2023-03-20T14:02:00,"1600 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,4,3,-79.9890669684916,40.39980456648
307623118,23042582,11,2023-03-20T23:00:00,"300 Block Stratford Ave Pittsburgh, PA 15232",N,Friendship,5,IDENTITY THEFT,4120 Identity Theft,807,7,2,-79.9336084906258,40.4609598699408
307646391,23042661,10,2023-03-23T13:00:00,"1500 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",305,6,3,-79.9850250924069,40.4385395995206
307662000,23042616,27,2023-03-23T12:04:00,"Beechwood Blvd & Welfer St Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1372 Unauthorized Transfer or Use of Registration.,1517,5,3,-79.9270357333198,40.4247819143159
307684313,23042688,6,2023-03-23T14:00:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503.B1II DEF. TRESPASS POSTED,1702,3,3,-79.9764326428712,40.4303408139997
307684895,23042762,5,2023-03-23T16:00:00,"1400 Block Preble Ave Pittsburgh, PA 15233",N,Chateau,1,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,2108,6,1,-80.0315811326653,40.4528272343272
307696914,23042839,23,2023-03-23T18:21:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0016237646793,40.4417809547139
305886174,23032047,10,2023-03-03T01:00:00,"900 Block Wilhelm St Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT,2709(a) Harassment.,2020,2,5,-80.0376095334169,40.4446630987221
305894587,23032019,99,2023-03-03T09:00:00,"4400 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),403,8,3,-79.9535826174592,40.4511859232577
305897318,23031623,11,2023-02-28T15:57:00,"1100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT BY DECEPTION,3922 Theft by Deception.,1702,3,3,-79.9874853578681,40.4287268648796
